Year,URN,Rationalised_School_Type,Yr_Group,Pupils,Actual/Projection/Historic,Phase
202223,138973,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,138995,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,139207,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,139279,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,139387,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,139583,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,139613,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,139688,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,140837,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,140914,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,140929,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,141246,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,141285,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,141289,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,141330,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,141867,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,141906,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,142415,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,142512,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,142639,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,142969,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,143135,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,143310,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,143323,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,143330,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,143332,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,143398,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,143497,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,143509,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,144521,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,144560,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,144985,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145054,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145107,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145248,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145288,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145347,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145653,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145710,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145757,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145764,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,145800,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146095,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146171,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146254,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146313,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146417,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146447,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146454,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146484,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146708,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146715,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,146942,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,147492,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,147621,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,147639,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,147642,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,147738,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,148061,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,148570,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,148672,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,148699,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,148879,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,148927,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,148970,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,149257,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,149289,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,149522,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,149838,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,149978,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,150090,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,150131,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,150232,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,150490,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202223,150824,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,100018,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,100223,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,100335,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,100418,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,100422,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,100444,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,100800,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,100906,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,101333,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,102283,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,102742,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,102907,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,103658,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,103697,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,104157,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,104467,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,105048,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,105070,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,105172,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,105766,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,108002,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,108269,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,108700,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,108766,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,109619,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,110217,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,110450,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,111039,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,111299,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,113155,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,114056,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,114486,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,115885,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,116026,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,116276,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,118359,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,119206,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,119298,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,119495,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,119502,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,121391,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,122178,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,122581,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,123468,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,123470,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,130259,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,131107,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,131325,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,132076,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,132263,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,134732,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,134852,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,135009,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,135052,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,135267,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,135831,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,136539,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,136804,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,136926,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,137183,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,137529,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,138128,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,138310,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,138423,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,138501,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,138577,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,138763,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,138795,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,138942,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,139260,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,139473,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,139613,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,139651,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,139849,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,139960,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,140065,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,140355,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,140386,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,140408,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,140505,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,140658,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,140672,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,140860,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,141289,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,141523,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,141611,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,141826,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,142356,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,142774,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,142804,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,143189,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,143290,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,143323,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,143345,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,143797,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,143801,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,143836,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,143908,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,143989,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,144219,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,144241,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,144381,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,144472,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,144834,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,144915,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,144923,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,144985,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,145107,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,145655,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,145656,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,145757,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,145907,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,146102,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,146191,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,146263,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,146381,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,146417,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,146715,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,146728,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,146942,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,147156,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,147809,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,148001,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,148743,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,148927,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
202122,149541,02 - Mainstream - Primary,N 1,8.0,Historic,Early Years
